"","question.1","question.4","question.0","question.8","question.5","question.9","question.6","question.3","question.7","question.2","comprehensionquestion.1.correct","comprehensionquestion.4.correct","comprehensionquestion.0.correct","comprehensionquestion.8.correct","comprehensionquestion.5.correct","comprehensionquestion.9.correct","comprehensionquestion.6.correct","comprehensionquestion.3.correct","comprehensionquestion.7.correct","comprehensionquestion.2.correct","temperature_scale","workerId_hash"
"750","Temperature","Higher","32°","Cumulonimbus","Summer in the northern hemisphere","It causes precipitation to become more frequent, thus lowering ambient temperatures","Heat density","Oceans heat up and cool down quicker than land","Calm weather","The temperature of the air","False","False","True","True","False","False","False","False","True","False","Fahrenheit","1b007e256de96f18f133c07b4f36c076bbfdea66bc8cbe8f35ed3ff1ffe0b951"
"751","Temperature","Higher","32°","Cumulonimbus","Winter in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Oceans heat up and cool down quicker than land","Stormy weather","The average weather over an extended period of time","False","False","True","True","True","False","True","False","False","True","Celsius","b8a78347b1ff8b5f7e513879168a9d096aa737b12e299a88ce71ba0adc0f4b50"
"752","Atmospheric pressure","Lower","32°","Cumulus","Winter in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Calm weather","The condition of the atmosphere at a certain place and time","True","True","True","False","True","False","True","True","True","False","Fahrenheit","7b38c52454838cd8381abf6ec48f49b53f89eb265a8453bef66069f16ac62c61"
"753","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Calm weather","The average weather over an extended period of time","True","True","True","True","True","True","True","True","True","True","Fahrenheit","522967f1b746170fb9b9a36fa45914d2023244a13cd59eafdc10d80362c4af1a"
"755","Atmospheric pressure","Lower","32°","Stratus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land absorbs and stores more heat energy than oceans","Stormy weather","The average weather over an extended period of time","True","True","True","False","True","True","True","False","False","True","Fahrenheit","332a3ea57f9810313d29d0e988fe33a7969eed6f257d52a224696eea78da76ee"
"758","Rainfall","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The average weather over an extended period of time","False","True","True","True","True","True","True","True","False","True","Fahrenheit","2726590087452a6c44aab3a097b7a85f6b7f20c7bf7a091005e85fc366c8a187"
"759","Atmospheric pressure","Lower","32°","Stratus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The condition of the atmosphere at a certain place and time","True","True","True","False","True","True","True","True","False","False","Celsius","21fc987bd19a32dcaf7bb309fcc91b294d7d7907c76d1b6ef5e1a179dcc3776e"
"761","Rainfall","Higher","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land absorbs and stores more heat energy than oceans","Stormy weather","The average weather over an extended period of time","False","False","True","True","True","True","True","False","False","True","Fahrenheit","3bb93ce0e8ef63e536c2872a6b65bb772dd6591fa124146ad408522c80382efb"
"763","Atmospheric pressure","Higher","32°","Cumulus","Winter in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Oceans heat up and cool down quicker than land","Stormy weather","The average weather over an extended period of time","True","False","True","False","True","False","True","False","False","True","Fahrenheit","9c52583564b2f2ff3b229515b48d37c9c3666e0aa3ec9ff1c76f2808de6e3e97"
"764","Temperature","Lower","32°","Cumulus","Spring in the northern hemisphere","It decreases heat transfer from the body to the environment","Evaporation","Oceans and land heat up and cool down at the same speed","Calm weather","The average weather over an extended period of time","False","True","True","False","False","False","False","False","True","True","Fahrenheit","336d380c2bdc0c78bec77ee28b1d879e1109f437000035ea81465fcea946b0f6"
"765","Rainfall","Higher","32°","Cumulonimbus","Summer in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Land absorbs and stores more heat energy than oceans","Stormy weather","The condition of the atmosphere at a certain place and time","False","False","True","True","False","False","True","False","False","False","Fahrenheit","840408afd022d56fb1f2ccaae3fb1ddd13d2dc9e1934bd71b4a62773800b4440"
"767","Atmospheric pressure","Lower","32°","Stratus","Winter in the northern hemisphere","It increases heat transfer from the environment to the body","Humidity","Oceans heat up and cool down quicker than land","Stormy weather","The condition of the atmosphere at a certain place and time","True","True","True","False","True","False","True","False","False","False","Fahrenheit","c120b87c3339ddb2b2dcb620bf52e4721c0bb31a019c5504cd330753d7ee1526"
"768","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Calm weather","The average weather over an extended period of time","True","True","True","True","True","True","True","True","True","True","Fahrenheit","1e74c3267819eaacc58e0a2c8df009be95fa8f32e404db5af2103ccad7448d9c"
"769","Rainfall","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Land absorbs and stores more heat energy than oceans","Calm weather","The average weather over an extended period of time","False","True","True","True","True","False","True","False","True","True","Fahrenheit","91ff389002657e197c9916fa85a8dc7e1f91493151517ef354121a18eebcac7b"
"770","Atmospheric pressure","Higher","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The condition of the atmosphere at a certain place and time","True","False","True","True","True","True","True","True","False","False","Fahrenheit","3ba83e7366a3f66105c6e0166306d018c5ec35b3cf9e7ca20c3dadb69a4716bf"
"772","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Calm weather","The condition of the atmosphere at a certain place and time","True","True","True","True","True","True","True","True","True","False","Fahrenheit","87a72f383b159b53bea9e6be8132d0b33cbeb5ae37af610a63f2ca81c809dc3a"
"773","Atmospheric pressure","Higher","32°","Cumulonimbus","Fall in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Oceans heat up and cool down quicker than land","Stormy weather","The condition of the atmosphere at a certain place and time","True","False","True","True","False","False","True","False","False","False","Fahrenheit","09193612a885912d15292f549887b99f254014f5e806e0847614e1f142cfd79a"
"774","Atmospheric pressure","Higher","32°","Cumulonimbus","Winter in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Oceans heat up and cool down quicker than land","Stormy weather","The average weather over an extended period of time","True","False","True","True","True","False","True","False","False","True","Fahrenheit","4c22e7d4562894277bb2fb1d2e8955b79df4eb5c00ec847dba19a08fd4de0216"
"775","Atmospheric pressure","Lower","32°","Cumulus","Winter in the northern hemisphere","It causes precipitation to become more frequent, thus lowering ambient temperatures","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The condition of the atmosphere at a certain place and time","True","True","True","False","True","False","True","True","False","False","Fahrenheit","273075eb2256cac8457a8c4faf646dce41484bc11503104c918e9e174b8e2587"
"776","Atmospheric pressure","Lower","32°","Cumulus","Winter in the northern hemisphere","It increases heat transfer from the environment to the body","Humidity","Land heats up and cools down quicker than oceans","Calm weather","The average weather over an extended period of time","True","True","True","False","True","False","True","True","True","True","Fahrenheit","560af109e0b1fa1cc8dcb824672154748163110924d85bdf5ecaccb0c75fd9b1"
"777","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Oceans and land heat up and cool down at the same speed","Calm weather","The condition of the atmosphere at a certain place and time","True","True","True","True","True","True","True","False","True","False","Fahrenheit","f72aac6b117193dc96aefd56363ebecb19516f7f688512d6a32528997bfe147f"
"778","Atmospheric pressure","Lower","32°","Cumulus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Calm weather","The average weather over an extended period of time","True","True","True","False","True","True","True","True","True","True","Fahrenheit","12c4a120ffb76410e5536d050b7a2b6a169c08693eeb0311d485d9bb940d488a"
